mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6001368045806885,0.05041014392563114,0.028714466094970702,0.010825090652819691,entropy,20,,100,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': None, 'n_estimators': 100}",0.9447073575213365,0.9622641509433962,0.9810309844103142,0.9622641509433962,0.9810309844103142,0.9662595256457515,0.01365879919285619,37
1.154646921157837,0.1291420384064893,0.036070394515991214,0.013590716672402555,entropy,20,,200,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': None, 'n_estimators': 200}",0.9447073575213365,0.9622641509433962,0.9810309844103142,0.9622641509433962,0.9810309844103142,0.9662595256457515,0.01365879919285619,37
0.4378699779510498,0.03426635765624806,0.03187994956970215,0.005085040264027745,log_loss,,sqrt,100,"{'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 100}",1.0,0.9810309844103142,0.9810309844103142,0.9812170342313002,0.9810309844103142,0.9848619974924485,0.007569344235800193,10
0.9070018768310547,0.05853315647303464,0.04194345474243164,0.01454376460704446,log_loss,,sqrt,200,"{'criterion': 'log_loss', 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 200}",0.9813782567405757,0.9810309844103142,0.9810309844103142,0.9812170342313002,0.9810309844103142,0.9811376488405639,0.00014023273786951243,28
0.46434683799743653,0.049672450875274714,0.025515127182006835,0.007906060933423536,log_loss,,log2,100,"{'criterion': 'log_loss', 'max_depth': None, 'max_features': 'log2', 'n_estimators': 100}",1.0,0.9810309844103142,1.0,0.9812170342313002,0.9810309844103142,0.9886558006103858,0.00926274914909184,1
0.8797369480133057,0.07838666910150581,0.04185709953308105,0.01083171711482989,log_loss,,log2,200,"{'criterion': 'log_loss', 'max_depth': None, 'max_features': 'log2', 'n_estimators': 200}",1.0,0.9810309844103142,0.9810309844103142,0.9812170342313002,0.9810309844103142,0.9848619974924485,0.007569344235800193,10
0.6350091457366943,0.04514134776862816,0.02265763282775879,0.008482952084393976,log_loss,,,100,"{'criterion': 'log_loss', 'max_depth': None, 'max_features': None, 'n_estimators': 100}",0.9447073575213365,0.9622641509433962,0.9810309844103142,0.9622641509433962,0.9810309844103142,0.9662595256457515,0.01365879919285619,37
1.1557870864868165,0.06058252901444364,0.0343876838684082,0.014300591045689332,log_loss,,,200,"{'criterion': 'log_loss', 'max_depth': None, 'max_features': None, 'n_estimators': 200}",0.9447073575213365,0.9622641509433962,0.9810309844103142,0.9622641509433962,0.9810309844103142,0.9662595256457515,0.01365879919285619,37
0.4558545112609863,0.037968202161419745,0.03285737037658691,0.0017704694531668252,log_loss,10,sqrt,100,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 100}",1.0,0.9810309844103142,0.9810309844103142,0.9812170342313002,0.9810309844103142,0.9848619974924485,0.007569344235800193,10
0.8917047500610351,0.07029646087261089,0.05051684379577637,0.007251639234709027,log_loss,10,sqrt,200,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 200}",0.9813782567405757,0.9810309844103142,0.9810309844103142,0.9812170342313002,0.9810309844103142,0.9811376488405639,0.00014023273786951243,28
0.4508972644805908,0.020280440226353245,0.025497817993164064,0.00907002460406303,log_loss,10,log2,100,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 100}",1.0,0.9810309844103142,1.0,0.9812170342313002,0.9810309844103142,0.9886558006103858,0.00926274914909184,1
0.9066136837005615,0.07526774686625859,0.03808050155639649,0.012823777155456953,log_loss,10,log2,200,"{'criterion': 'log_loss', 'max_depth': 10, 'max_features': 'log2', 'n_estimators': 200}",1.0,0.9810309844103142,0.9810309844103142,0.9812170342313002,0.9810309844103142,0.9848619974924485,0.007569344235800193,10
